订单总价,供应商名称
68650,北京亮蓝生物科技有限公司
878,深圳市宝安新区华南机电设备销售部
58352,北京亿拜旺生物科技有限公司
810,深圳雷瑞仪器科技有限公司
35480,深圳市信轩达电子科技有限公司
4200,上海药巢生物工程有限公司
5500,上海大恒
3000,安徽贝意克设备技术有限公司
1600,辽宁兴达五金机械有限公司
538.8,成都成量量具刃具开发中心
600.49,东莞市展锦五金有限公司
379.55,江苏圆周电子商务有限公司北京分公司
10000,上海界源生物技术有限公司
5647,深圳市泰旺利科技有限公司
6580.31,国药集团中科器深圳有限公司
50850.99,深圳市天健恒达科技有限公司
11722.41,广州明立仪器设备有限公司
2880,俊峰
486,东莞市长安博盛化玻仪器经营部
9510,深圳市宝安区西乡诚达轴承商行
38,丽水市洪飞精密机械设备有限公司
2776.49,北京艾威鼎嵌信息技术有限公司
460,苏州思米高电子科技有限公司
2690,深圳市诚志冷气机电有限公司
35363,河南省世纪奥科生物科技有限公司
166434.68,深圳市东西分析仪器有限公司
2100,广州小木虫生物科技有限公司
113.5,深圳市宝安区沙井天鸿磁业经营部
159.2,珠海一善文化用品有限公司
358,东莞市久康包装机械有限公司
509.6,凌源市丰泽实验仪器销售中心
150,苏州微行炉业有限公司
101,VETUS
180,深圳市创赢贸易有限公司
117.6,青岛易购五金工具有限公司
10,天津点灯
5170,深圳市南山区华通达电子经营部
12921.187,深圳市南山区丽达电子经营部
468,韶关市阳光印象广告有限公司
17270,深圳市南山区易安洋电子商行
52016.51,深圳市丛联五金塑胶制品有限公司
2389.76,温州埃特拉家居贸易有限公司
6400,深圳市右固科技有限公司
4000,深圳市恺博炎科技有限公司
600,广州迅益生物科技有限公司
27543,长沙市岳麓区添时实验仪器经营部
173,上海瑞齐实业有限公司
570,上海市芬芸电子产品经营部
8280.85,嘉立创
125,姜堰区米兰实验器材经验部
115,广州海获电子
630,东海县桓友石英制品有限公司
214,深圳科路士科技有限公司
150,东海县久辉石英制品有限公司
5805,南山区晨翔数码
2500,上海昊量光电设备有限公司
99,岳麓区东成实验器材商行
1920,深刻市赛恩斯实验室设备有限公司
16500,中科金研（北京）科技有限公司
1276,沈阳汇佰生物科技
269,中山丽声美格打印耗材有限公司
234,康玛士运动医疗科技有限公司
90.96,合肥哩哩电子商务有限公司
1700,深圳市南山区迅烘达电子商行
178.9,深圳市建康劳保用品有限公司
97.41,盐城市亭湖区千云鹤实验仪器经营部
86,上海镁辉电子商务有限公司
516,广州速为电子科技公司
2880,赛格鑫朝辉电脑经营部
147000,扬州市邗江炬光光电仪器厂
29905,深圳大学机电与控制工程学院
425,建湖县新阳玻璃仪器经营部
8040,西安市谯鑫电子商行
24800,威格气体纯化科技（苏州）股份有限公司
3500,青岛科讯仪器有限公司
3342,广州圣优生物科技有限公司
63740,陕西亚成微电子股份有限公司
404,东海县牛山中正石英制品厂
9866,广州依琳生物科技有限公司
94473,南京众磊生物技术有限公司
6000,深圳市南山区荣发强电子经营部
363.6,深圳市国润润滑油有限公司
4500,上海汇析精密仪器有限公司
999.9,东莞市千和化学科技有限公司
320,深圳市赛尔生物技术有限公司
2889.8,深圳市海森通科技有限公司
594,西安市碑林区鑫瑞特化玻仪器供应站
9000,深圳市联坤医疗器械有限公司
63,乐清天会新能源有限公司
240,雨花开发区管委会红太阳4
59.8,上海革方贸易中心
65,永康市五金城磨利特工具经营
3755,北京圣安信通科技有限公司
2490,北京科天科技有限公司
600,杭州金鞭溪商贸有限公司
1750,东莞市寮步毕质生物试剂经营部
68,铭利贸易商行
62,诺菲（深圳）科技有限公司
2023,深圳市南科仪器设备有限公司
320,蚌埠市龙子湖区彭磊化工经营部
396,晴栀商贸有限公司
40,佐途五金旗舰店
55.8,虹升旗舰店
25000,北京四面体生物科技有限公司
63644.57,天津博纳艾杰尔科技有限公司
1700,天津市拓普仪器有限公司
2370,东莞市正晟塑胶制品有限公司
480,广州市中山一大药房
6000,长春新产业光电技术有限公司
128,深圳市福田区铭思捷电子经营部
70,深圳市泉盛电子有限公司
49400,上海楚肽生物科技有限公司
205,深圳市龙岗区新杰鹏电子经营部
108.7,深圳市博讯微科技有限公司
390,高新区狮山都赛电子商行
137.01,深圳市锋洲永恒电子有限公司
13698,明研生物有限公司
909,安徽绿晶生物科技有限公司
105,深圳市福田区忠信通海电子经营部
900.86,深圳市红外线激光科技有限公司
220,江苏先丰纳米科技有限公司
375,南京吉仓
58,深圳市福田区鑫拓电子商行
400,东莞市塘厦伟兴电子元件经营部
144,广州市纽普诺博生物制品有限公司
1487.2,深圳市福田区金双利通讯经营部
103,farpu旗舰店
33557,广州奕宏生物科技有限公司
3990,深圳市鑫格源电器设备有限公司
682.6,广州云星科学仪器有限公司
967.88,北京琦跃成商贸有限责任公司
13518,深圳市多喜爱纺织科技有限公司
1048.5,绍兴上虞英豪五金仪器有限公司
2136,深圳喜顺隆五金配件商行
2038.8,江铜铜业（深圳）有限公司
29808,深圳市深中布料市场文兴布行
29973.6,深圳市金米之纺有限公司
120,炫宝厨具专营店
52.52,华润万佳超级市场有限公司
81.56,福州市晋安区冰清贸易有限公司
9960,深圳今斯达生物科技有限公司
300,长垣县精科实验设备销售部
153,深圳市福田区城信电子经营部
924,深圳市奥隆电机有限公司
1680,成都航发机器人有限公司
1366,台江区博闽实验仪器经营部
318,重庆拓世众和生物技术有限公司
9375,重庆迈凯科技有限公司
2604.96,深圳市电进联科技有限公司
1194.2,上海维涛橡塑制品有限公司
1604.8,深圳市万昌百货有限公司
94042.49,广州戴诺斯
749,北京维通利华实验动物中心
8250,天津狄克特科技有限公司
5760,郑州银旭仪器有限公司
3634,天津康迪生科技有限公司
750,深圳南山羽士数码商行
106.43,深圳市广翔达科技有限公司
8500,郑州实验邦邦生物科技有限公司
325,恒泰文明（广州）科技有限公司
2600,深圳市睿合达科技有限公司
6880,广州竞赢科学仪器有限公司
740,东莞市智选仪器仪表有限公司
272,上海杰炎橡塑五金经营部
73786.5,深圳市极限光学有限公司
4300,广州市本德生物科技有限公司
3155,深圳艾普诺生物公司
750,深圳市深特气体
2345,海门市银宇实验器材经营部
22160.5,上海优宁维
2719.8,重庆欣洛克生物技术有限公司
9550,艾伯森（北京）生物科技有限公司
9600,北京市壮仕科技有限公司
24520,北京壮仕科技有限公司
4990,深圳翻羽公司
9715,深圳辉诺有限公司
1014,茶花现代家居用品股份有限公司
735,永康市石柱启寰环卫设备经营部
276,永康市旭炎商贸有限公司
175.6,临海市百思特商贸有限公司
97.1,大生优品
57110,南昌大佳科技有限公司
387,深圳山姆会员店
986.49,沃尔玛
129.5,大朗优尚电器店
43.2,威领智能家居制造有限公司
95,蓝领商贸有限公司
142.29,华鹏电动工具有限公司
69,永康市奥琪工具有限公司
1237.23,德图仪器贸易有限公司
513.59,德图仪器有限公司
427.95,高新区狮山恩帕特电气经营部
122,乐清市瀚腾电气经营部
2500,北京华夏旭日科技有限公司
4000,湘仪离心机仪器有限公司
20000,上海易利生物科技有限公司
1850,南京市江宁区光雨实验器材经营部
1112,义乌市互创电子商务有限公司
87600,创合引智（北京）科技服务有限公司
1180,深圳市南山区西丽昕天翔化玻璃仪器商行
5000,上海馥莱电子有限公司
74.8,郑州市中原区八度电子产品经营部
183.6,仪佳（北京）科技有限公司
5780,深圳市南山区创利达电脑商行
168,北京瑞祥锦程科技发展有限公司
1171,深圳市鹏锐科技有限公司
213,绍兴市越城区邦特实验仪器商行
2580,深圳市南山区杰星电脑商行
722,芜湖汇研电子科技有限公司
1805.85,ELEMENT11
9.2,ELEMTN11
836.83,element11
68755,上海申骅机电设备制造有限公司
900,广州源显生物科技有限公司
220,东莞市睿聚商贸有限公司
110,深圳市化科技有限公司
270,上海海米实业有限公司
9400,深圳市索科特智能设备有限公司
975,北京阳光易捷科技有限公司
2837,哈尔滨哈量集团电子商务有限公司
111.2,台州花椰菜家居用品有限公司
2650,南宫市晶兴合金焊接材料有限公司
2883.49,深圳市南山区胜诺奇电子科技经营部
2380.96,深圳市南山区童舞飞扬电子经营部
2367.97,深圳市南山区新杭科电脑配件经营部
2441.74,深圳市南山区赛格电子市场骏业展销部
89134,博淼生物科技（北京）有限公司第二分公司
199,深圳创新高工具有限公司
323,珠海时代电子科技有限公司
27,南通市百思泰实验器材有限公司
40.09,深圳市士凯商贸有限公司
2553.42,深圳市亿祥云天科技有限公司
136.5,安徽捷圆电子科技有限公司
263,深圳市福田区艾特微电子商行
1794.4,长沙京东厚成贸易有限公司
25,海门市赛思进实验器材经营部
58,长沙市岳麓区东城实验器材商行
2280,宜兴阿拉丁化工贸易有限公司
8000,中国电子科技集团公司第十三研究所
8810,深圳市佰奥生物科技有限公司
143.8,北京新希易达商贸有限公司
110,上海泰迪贸易公司
17.8,乐清市柳市镇拓洁电气销售部
72,河北佐佑众工合成材料制品有限公司
1237.8,浙江正泰网络技术有限公司
820,上海隆为电气科技有限公司
29.8,天猫羽兴净化旗舰店
151,一棵柠檬旗舰店
92275.23,广州澳昇生物科技有限公司
560,博大精科仪器厂
122.3,上海初芙家居用品有限公司
870,研峰科技
76410,苏州波弗光电科技有限公司
180,深圳市华鹏特种气体有限公司
100,常州普展不锈钢有限公司
1066,京东网购
2670,深圳市南山区喜顺隆五金配件商行
1900,皓锡纳米科技（上海）有限公司
5310,西部电子商家
1495.3,3M官方旗舰店
170,广州市增城庆益真空泵经营部
680,雷磁
6958.234,深圳市南山区赛格电子市场新杭科数码配件经营地部
663,如皋市包装材料厂
49838,深圳德纳盛科技有限公司
1100,南京莫杰斯能源科技有限公司玄武分公司
60,东莞市东城赛格电子市场
471,阜宁县付国实验室
296,常州市亮源商贸有限公司
41.9,深圳市佰分佰电商网络运营公司
233,南京市玄武区沙丹丹生物技术中心
990,东莞市谢岗英权自动化设备配件经营部
498,合肥墨子号科技有限公司
355,青岛拓创文化传播有限公司
2506,深圳市智丰益科技开发有限公司
29960,国家税务总局深圳市福田区税务局代开一百一十一
29460,深圳市瑞恩电子技术有限公司
4105,深圳市南山区鹏城电脑经营部
158,快力文办公用品专营店
400,羌湖华信生物药业股份有限公司
228,上海东丽文具有限公司
590.3,博库网络传媒集团有限公司
204.62,北京世纪卓越信息技术有限公司昆山分公司
624.89,浙江云开亚美大药房连锁有限公司
1600,上海凯美特功能陶瓷技术有限公司
21000,深圳市诺亚迪化学科技有限公司
29500,广州市美升商务文印有限公司
29800,广州市番禺区沙头街意佳办公服务部
8570,深圳市贝尔赛斯生物科技有限公司
6900,深圳鑫荣生物科技有限公司
10638,深圳市南山赛格电子市场骏业展销部
3470,淘宝、西部电子
3000,极显光电
1300,上海予名仪器设备有限公司
900,深圳市纳宏光电技术有限公司
86195,上海陶术生化技术有限公司
15510,深圳市优康生物技术有限公司
4291.24,深圳市南电子市场多田多山区赛格信电脑展销部
9520,二道区华特实验仪器经销处
207,深圳博祎达科技有限公司
100,东莞市圆冠五金工艺礼品有限公司
105.6,湖南省硬匠贸易责任有限公司
121.01,深圳市洪燕包装制品有限公司
13975,苏州德力控电子有限公司
1700,新安鹏达安防产品商行
2990,益沁缘五金塑胶有限公司
505,重强兴电子商行
6760,武汉腾睿兴创科技有限公司
6025.004561,深圳市华安天下科技
2332,深圳市新智元网络科技有限公司
899,深圳市易美达科技发展有限公司
68700,杭州廷源生物科技有限公司
6000.00035,上海环量电子科技有限公司
10900,凯天星电光材料有限公司
10730,长春市南关区科晶仪器经销处
264.5,安徽科腾实验设备有限公司
723,深圳市富兰克电子有限公司
380,上海腾翰生物科技有限公司
8305,二道区峨信科学仪器经销处
8000,广州悦来生物科技有限公司
1732.5,上海百省洗涤设备有限公司
380,寿光市永昌防水材料有限公司
1760,连云港优创晶体科技有限公司
7970,南关区三联仪器经销处
300,成都洪兴地毯有限责任公司
3460,深圳市协兴昌气体技术有限公司
52,上海创勃电子商务有限公司
600,翠铂林
8300,广州市标谱仪器有限公司
320,深圳市同创博大商贸有限公司
436,深圳市同创博大商贸有限公司宝安分公司
76077,东莞市贝斯特生物制品有限公司
465,北京北纳创联生物技术研究院商城分院
345,深圳市祺祥仓储设备有限公司
4800,"深圳市蒂 咔诺电子科技有限公司"
8750,深圳市安博腾生物科技有限公司
116,深圳市宝安区石岩慧克润滑油经营部
262,金顺来特数码专营店
700,湖南丰化材料发展有限公司
67992,深圳市德大科技有限公司
1305,江苏艾康生物医药研发有限公司
263,邦尼达工贸
15.6,欧帝富旗舰店
32,鲁泰旗舰店
66,乐清市柳市大伟电器厂
218,深圳市南山区思媛电子经营部
18970,深圳赛格电子市场通利电子展销部
16420,深圳赛格电子市场俊佑电子经营部
16795,深圳赛格电子市场蓬盛电子展销柜
17022,深圳市福田区赛格电子市场新铭嘉电子经营部
16075,深圳市福田区泽英电子商行
80.92,博鳌五金专营店
4.2,oupli旗舰店
6500,深圳市南山区通网易电子经营部
750,深圳南山区通网易电子经营部
1400,深圳市南山区和意电子工具商行
27460.62,莱华尔科技（深圳）有限公司
17890,深圳市衡冲电子有限公司
8935,深圳市福田区军飞扬电脑经营部
346,湖南科源医疗器械有限公司
98,东菀市维安工贸有限公司
223.8,慧净电子单片机实体店
456.7,东莞市瑞扬干冰有限公司
20,深圳市环球申通快递有限公司
15000,北京华大蛋白质研发中心有限公司
45450,中科光群
9891,北京茂丰光电
8812,武汉灏诚研科技有限公司
750,新晋
299,深圳飞远特科技有限公司
1848,闽侯县美尔贸易有限公司
53685,深圳擎科生物技术有限公司
57.46,深圳市宝加多科技有限公司
320,深圳乐影
1608,北京益百通
7629,深圳亨达凯
2396,深圳金龙海翔
25,杰漪数码专营店
145.2,特加特数码专营店
4942.18,深圳市骆卜卜科技有限公司
567.9,北京蓝色光标电子商务股份有限公司
5100,成都普瑞法科技开发有限公司
940,广州方源生物科技有限公司
54350,苏州四方杰芯电子科技有限公司
4000,上海闳潞生物科技有限公司
6500,苏州氟特电池材料股份有限公司
370,深圳沙井润兴润滑油经营部
3722,深圳世纪创威仓储设备有限公司
1046,上海陶晟通讯设备有限公司
127.6,珠海市彩取科技有限公司
378,广州喜代电子科技有限公司
9446,广州佰路生物科技有限公司
49320,深圳市银江龙电子有限公司
706,义乌市思翰电子
62440,苏州南杭电路科技有限公司
38000,深圳奥思铂科技有限公司
28300.68,深圳市世强先进科技有限公司
2153.57,SIGMA
140,福州市台江区新凌强数码商行
1600,深圳市南山区凯智诚电脑经营部
1370.27,合肥禾芯流体科技有限公司
9520,建积建材有限公司
940,科意新光电科技（深圳）有限公司
359,海门市耀威实验器材经营部
869.5,深圳市宝安区沙井福兴达研磨五金商行
412,赛雕数控机械（上海）有限公司
1500,通用生物系统（安徽）有限公司
6922,广州敏腾生物技术有限责任公司
7200,武汉恒标科技有限公司
7985,广州诚梓生物科技有限公司
226,黄冈兴创电子商务有限公司
112,宜兴市星星利久贸易有限公司
2164,科仪生物（深圳）有限公司
11240,深圳市南山区鑫立达电子经营部
5615,深圳市南山区秦鼎电子商行
17975,北京卓立汉光仪器有限公司
13446,深圳市风云天下贸易有限公司
618,深圳市仙德利车品科技有限公司
180,济南克诚广告有限公司
1749,南京市玄武区鸿昌景电子经营部
215,北京市佳裕珩经贸有限公司
482,苏州美涛家具有限公司
985,渝中区优利德电子经营部
5760,深圳市南山赛格电子市场焕通电子展销部
47,海门市金柠实验器材经营部
4369.6,南京创分仪器有限公司
198,安徽壹绿通电线电缆有限公司
169,金华厚生商贸有限公司
380,宁波市北仓区小港馨标机械厂
30000,广州晶彩生物科技有限公司
1680,"江苏恒伟 贸易有限公司"
2040,普颂德科（上海）贸易有限公司
544.9,乐清市民熔电气有限公司
880,乐清市迅诚贸易有限公司
539.4,海门市博鸿实验器材经营部
22500,远湘生物（深圳）有限公司
20000,汕头市柯渡医学科技有限公司
11260,中科院广州电子科技有限公司
1485,深圳市建宏达
22800,广州吉赛生物科技股份有限公司
779.7,广州蔚仪金相试验仪器有限公司
2750,深圳市安瑞昌消防实业有限公司
120,东莞市长安如晨五金电子商行
2600,深圳市雅索科技有限公司
460,深圳特洛克生物技术有限公司
11.9,上海美地凯医疗器械有限公司
15000,上海硕塞国际贸易有限公司
43.5,安平县未名丝网制品有限公司
15375,北京卓立汉光
8900,泰州市旺灵绝缘材料厂
590,重庆医流巴巴医疗器械连锁有限公司
5600,北京微纳真空技术有限公司
5858.53,深圳其澜科技有限公司
43188.88,深圳市毕赛恩斯科技有限公司
192,飞宇玻璃器具经营部
668,苏州若翔生物科技有限公司
4344.500001,江苏三爱思科学仪器有限公司
515,深圳市辰宇精密模具配件有限公司
89,nicjoy旗舰店
7050,合肥力恒化工有限公司
995,长恒县四通实验器材销售中心
4306,郑州优大仪器设备有限公司
768,北京市亿护之星服装设计有限公司河南分公司
192,兴化市鹏发电子商务服务部
2670.46,睢宁县姚集镇复电五金经营部
174,乐清麦泽电子商务有限公司
13764,深圳市宝安区国家税务局西乡分局代开十三
700,郑州炜盛电子科技有限公司
9600,德为生物（深圳）有限公司
5100,杭州赛奥斯化学仪器有限公司
420.9,盐城双圈实验器材有限公司
299,杭州浙豫科技有限公司
3315.5,贝卡尔特应用材料科技（上海）有限公司
260,连云港成天石英科技有限公司
6300,深圳市创大医疗器械有限公司
949,深圳市秒通科技有限公司
429,深圳市几米电子科技有限公司
733.04,佛山市欣锢创电子机械有限公司
1569,上海京峰实业有限公司
1100,徐州艺枫琳家具有限公司
1107.07,昆山市千灯镇璐琥盛五金店
68,乐清市熙全电气有限公司
24410,深圳市赛仪科技有限公司
6970,上海银贺生物技术发展中心
605.22,温州爱扬工业自动化有限公司
227.52,衡水云旭日用品贸易有限公司
202.8,深圳市宝安区龙华得来益成五金工具经营部
155,上海市青浦区华新镇德昌电器商行
150,深圳市宝安区新桥优德源塑料材料批发部
9521.28,深圳市美格信测控有限公司
5500,沙河口区森格科技产品销售中心
350,东海县吴昊石英制品有限公司
189.6,无锡当当网信息技术有限公司
58.88,海宁市长安镇九胜建材经营部
840,苏州优锆纳米材料有限公司
90,金华市宫僖电子商务有限公司
79.8,南京乐茂电子科技有限公司
2940,武汉邦联家具
3140,惠州大亚湾永旭水产养殖技术有限公司
345,东莞市常平昌宏气动液压设备配件店
480,东莞市乐雄模具五金有限公司
166,宁波甬耀碳素有限公司东莞分公司
447.32,"赤兔 3D打印机控制系统"
292.9,莫吉娜仪器制造有限公司
52075.56,深圳爱蓝森生命与健康科学有限公司
120.4,迪斯利克
118.6,深圳日盛生物科技有限公司
3000,武汉新世纪胜道体育科技有限公司
12120,武汉格林泰克科技有限公司
122.08,上海容本生活用品有限公司
4122,深圳深圳爱蓝森生命与健康科学有限公司生命与健康科学有限公司
3420,深圳市深圳市佳宇科创生物科技有限公司科创生物科技有限公司
3000,深圳迪普生物科技有限公司
1500,深圳市武道体育用品行
105.5,喜浪照明科技有限公司
152.93,佳其成电子
3000,深圳市迈捷医疗器械有限公司
7595.64,大昌洋行（上海）有限公司
3280.04,上海谦梓橡塑制品有限公司
1524,济宁道为流控科技有限公司
3450,上海百尺商贸发展有限公司
11006.8,深圳市南山区西丽昕天翔化玻仪器商行
1360,广州单抗生物科技有限公司
14970,上海大然化学有限公司
2274,惠山区西漳广祥升化工产品经营部
16500,尹诺维讯光电科技有限公司
4890,谯鑫电子商行
1306,江苏南林碳业科技有限公司
208,君岳称铺
161.28,宿迁彼迪电子商务有限公司
378,东莞市樟木头洁康超声波设备销售部
86712,北京埃森维科技有限公司
277.2,上海顶复橡塑制品有限公司
583,吉安螃蟹王国有限公司
922,陆河伟达电子商务有限公司
45.9,明伟
35.8,焯美特
126,蓝目
45,九瑞机床附件
4600,深圳市星辰生物科技有限公司
7400,深圳星辰生物科技有限公司
158,衡水铄宇金属制品有限公司
318,佛山市顺德区翰盾五金设备有限公司
843.5,惠斯通
4000,沈阳麦科诺科技有限公司
2209.95,深圳市福田区凯达兴五金店
7692,深圳市南山区怡普生打印机经营部
1800,武汉志研科技有限公司
750,西德三维
43400,北京飞宇星电子科技有限公司
4100,上海梵越电子科技有限公司
1632.67,深圳市奥尔达电子有限公司
630,深圳市福田区赛格电子市场日畅电子经营部
1328.1,珠海天威泛凌贸易有限公司
60,深圳市创想三维有限公司
87440,深圳市理盛科技有限公司
1650,蚌埠中诺传感器
1550,广州市佳众联科技有限公司深圳分公司
1754,长垣县四通实验器材销售中心
6570,深圳市捷讯机电工程有限公司
39520,深圳市赛尔特生物科技有限公司
623,济南云盾
980,杭州市拱墅区常诚仪器仪表商行
980,杭州市拱墅区庚昀仪器设备经营部
243,深圳琪琪琳电子有限公司
111,东莞市坤亦达实业有限公司
190,东莞市樟木头嘉和流水线设备厂
219,芜湖市镜湖区名流SOHO2915
326,深圳市迈斯泰克电子有限公司
1107.98,优利德
27000,尹诺维讯（北京）光电科技有限公司
550,浙江联硕生物技术有限公司
54998,广州市春泥生物科技有限公司
9996,深圳凯联生物技术有限公司
91.6,深圳库贝尔
19000,上海吉玛制药技术有限公司
4074.17,上海伯晶生物科技有限公司
362.07,上海安景科技有限公司
44917.46,英潍捷基上海贸易有限公司
15635,深圳中镜科仪技术有限公司
1280,深圳市南山赛格鑫朝晖电脑经营部
398.24,北京红三兵科贸中心
1566.42,北京康乐永星灯具经营部
489,广州市百讯汇建材有限公司
60.8,深圳家乐福商业有限公司
196,深圳华润万佳超级市场有限公司
188,魔力斯奇那办公用品（上海）有限公司深圳分公司
1075,深圳市殷创通实业有限公司
2200,中山市横栏镇豪宸照明电器厂
330,杭州升昌计算机技术有限公司
1836,深圳市鑫喆电子科技有限公司
520,深圳市鑫嘉怡科技有限公司
80,张家港市南丰莫克科学仪器经营部
266.4,博露雅迩（上海）商贸有限公司
48,洛阳市西工区思客电子产品经营部
2068,海门市海康实验器材厂
349,海门码克实验器材经营部
5000,广州市锐博生物科技生物有限公司
3325,北京精锐理文文化传播有限公司
150,义乌市启世源电子商务有限公司
300,冀州市泉霖办公用品经销处
784.95,项城市凯拓服装有限公司
216,苍南县龙港腾希制袋厂
2775,赛格电子
22484,深圳康体生命科技有限公司
2863.351448,深圳市港霖科技有限公司
480,平阳县卓杰办公用品经营部
9750,广州市优普环保科技有限公司
208.1,上海睿宣自动化设备有限公司
9276,上海贺朗生物技术发展中心
91,广州绿冰电子商务有限公司
1900,广州科捷生物科技有限公司
9833,上海致舜生物技术发展中心
427,清野の木
32.3,余姚市居优乐电器有限公司
64.62,福州恩莱电子商务有限公司
57591.4,深圳市捷科通科技有限公司
252,上海晶先五金机电经营部
973,深圳市龙瑞祥数控机械有限公司
179.8,珠海市图瑞电子商务有限公司
5600,深圳市帮德运搬迁有限公司
64.5,深圳市万利轩科有限公司
1500,广州华拓生物科技有限公司
30000,东莞市常平德嘉手板模型加工厂
960,深圳市南山区博达数码科技经营部
6191,库贝尔
9350,上海翱忻生物科技有限公司
2200,宏创机械配件
17173,深圳市兴通达贸易有限公司
24948,西安市莲湖区雪漫漫化工产品经销部
5,OUPLI旗舰店
9380,北京雷生强式科技有限责任公司
505.26,珠海比奇尔商贸有限公司
130,东莞市冠跃金属材料有限公司
609.2,北京永佳明泰商贸有限公司
5800,昂岳
19182.11,昴氏（上海）电子贸易有限公司
502,德清武康街道平扬电工器材商行
520,深圳市乐售工品科技有限公司
2810,上海新启生物科技有限公司
15090,深圳市乐育科技有限公司
586.5,深圳达研生物科技有限公司
1145,武汉秋佐仪器设备有限公司
9600,武汉长盈通光电技术有限公司
3000,上海喆文生物科技有限公司
92.7,通州区川姜镇多文实验器材经营部
569.18,常州斯尔特机电设备
1600,武汉东湖新技术开发区三基色光学加工中心
68,贵州正信鸿达建材有限公司
24700,南京牧科纳米科技有限公司
90718.8,深圳市攀云商贸有限公司
34500,上海安沂化工科技有限公司
480,天台褚储贸易有限公司
200,上海季冉实业有限公司
435,上海拜普实业发展有限公司
7266,深圳市研盟科技有限公司
527,深圳市南山区广荣隆电子通讯经营部
1983,深圳市南山区鑫松发电子通讯产品经营部
2541.36,铜乡市洲泉黑马照明器材经营部
200,深圳市福田区赛格电子市场怡万达华联经营部
15300,南京倍格电子科技有限公司
19959.68,东莞市顺昌硬质合金有限公司
44,深圳市特雅丽贸易有限公司
6000,北京中科德胜科技有限公司
77.52,海门市清源实验器材经营部
37,广州市荔湾区瑞达尚文具商行
4600,上海海韵生物科技有限公司
119.8,维达纸业有限公司
440,鑫思路
28826,北京佰优星科贸有限责任公司
9944,广州擎科生物技术有限公司
158702,深圳琴江科技有限公司
19880.32,广州擎硕生物技术有限公司
1680,广州奇点生物科技有限公司
233,金澳耐材
600,满兴源塑胶材料制品
1620,康燊生物工程(深圳）有限公司
820,深圳市拓扑精模科技有限公司
300,广州市智杨电子工程有限公司
698,深圳市苏宁易购销售公司
99,合肥韬普电子科技有限公司
7.5,烟台久旺商贸有限公司
1550,上海谨锐商贸有限公司
201,深圳市华谊智测科技股份有限公司
137,东莞市虎门烁鑫五金轴承店
125,杭州电子市场律图电子商行
230,佛山市禅城区鲁禾粤盛五金经营部
440.16,上海建晓实业有限公司
491,国家税务总局深圳市福田区税务局代开四十五
10812.15,深圳市南山区火星电子科技经营部
219.99,上海与亮实业有限公司
440,合肥诺菲乐钢制家具有限公司
167.89,尚云财家具有限公司
110.5,雎宁县高作镇万客来家具厂
860,浙江省温州市永嘉县云锋阀门厂
53,温岭市温峤凯煜数控刀具商行
850,台州市英明贸易
627,义乌觅匠商贸
39350,深圳市南山区安丰电子科技贸易行
69.5,伊莱科电气有限公司
364.5,乐清尚轩电子科技有限公司
115,清河县创佳焊接材料有限公司
264,苏州航镜电子材料有限公司
249,海门市和美实验器材经营部
2413.9,上海昕有仪器仪表有限公司
367,深圳市煕润科技有限公司
9000,成都同创材料表面科技有限公司
29250,四川省医学科学院四川省人民医院实验动物研究所
1920,深圳市讯展机械
24600,"GBC Scientific Equipment Pty Ltd"
1804,GBC
19780,深圳市江瀚科技有限公司
92.1,广州晶东贸易有限公司-京东商城
28451,上海盈诺实业有限公司
21,伊莱科家居专营店
9866,上海越雅生物技术发展中心
700,深圳市富嘉工业科技有限公司
2420,深圳市南山区怡普生打印经营部
9567,上海贺飞生物技术发展中心
395.05,"Smart elements GmbH"
2800,深圳市巨杰仪器设备有限公司
5404,上海百赛
13140,深圳市金斯达生物科技有限公司
9110,上海锦意生物技术发展中心
315,诸城市九七建材
539.1,钟楼区邹区清航照明灯饰经营部
1940,深圳市源昌顺电子有限公司
187.5,昆山市玉山镇义万临电子技术服务部
38,深圳市欧泰光电有限公司
88.8,上海威胜科技发展有限公司
33268,博兴生命科学有限公司
45000,华盛丰生态（深圳）有限公司
1600,相干（北京）商业有限公司
22290,茂丰光电
920,东莞市厚街庆棠水族馆
238.98,绘威
36.9,飞利浦
2607,戴尔
48480,深圳市神州动力数码有限公司
2700,深圳市莱茵实验耗材有限责任公司
274.9,海门市心远实验器材经营部
153,北京桑尼佰客科技有限责任公司
61110,深圳市百佳顺家具有限公司
17.8,金华市世匠工具有限公司
310,海门市科通实验器材经营部
745,鹏海广告材料经营部
368,智丰益科技开发有限公司
12000,深圳浩源光电技术有限公司
14.9,三亚晶东佳禹贸易有限公司
31.4,厦门晶东东和贸易有限公司
1398,深圳南山区光扬电脑配件经营部
180,沂源县广绩堂医药连锁有限公司
2050,深圳市德立行家具有限公司
15376,深圳市南山区南方亚讯数码商行
4000,广州伟然生物科技有限公司
489,卡川尔流体技术有限公司
14625,北京盎格生物技术有限公司
23920,北京利科丽生物科技有限公司
16000,江阴大尚机器人有限公司
89.84,义乌市茉茉饰品有限公司
313,上海市乐蒲家居有限公司
258,武义县桐琴镇雁营电子商务商行
6800,二道区信旺达教学仪器经销处
33790,北京凌云光子技术有限公司
27808,北京梧叶生物技术有限公司
758,上海怡亚通供应链有限公司
27667,北京东方满宏商贸有限公司
79.6,上海亚瑞电器有限公司
34500,深圳思晗科技有限公司
